group_idx,codeword,sender,evaluator,uplift,uplift_oi,delta,delta_oi,delta_norm,delta_norm_oi
0,product,gpt-5.4-nano,opus-4.6,0.0,0.0,-0.15,0.0,1.0,
0,product,gpt-5.4-nano,gpt-5.4-mini,0.05,0.05,-0.2,-0.05,1.3333333333333335,-inf
0,product,gpt-5.4-nano,gpt-5.4-nano,-0.15,0.0,0.0,0.0,-0.0,
0,product,gpt-5.4-nano,gpt-5.4,0.0,0.0,-0.15,0.0,1.0,
0,product,gpt-5.4-nano,gemini-3-flash,0.0,0.0,-0.15,0.0,1.0,
0,product,gpt-5.4-nano,gemini-3.1-flash-lite,0.0,0.0,-0.15,0.0,1.0,
0,product,gpt-5.4-nano,gemini-3.1-pro,0.0,0.0,-0.15,0.0,1.0,
0,product,gpt-5.4,haiku-4.5,0.35000000000000003,0.35000000000000003,-0.35000000000000003,-0.35000000000000003,-inf,-inf
0,product,gpt-5.4,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,product,gpt-5.4,opus-4.6,0.0,0.0,0.0,0.0,,
0,product,gpt-5.4,gpt-5.4-mini,0.0,0.0,0.0,0.0,,
0,product,gpt-5.4,gpt-5.4-nano,0.1,0.1,-0.1,-0.1,-inf,-inf
0,product,gpt-5.4,gpt-5.4,0.0,0.0,0.0,0.0,,
0,product,gpt-5.4,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,product,gpt-5.4,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,product,gpt-5.4,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,product,gemini-3-flash,haiku-4.5,0.09999999999999998,0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-inf,-inf
0,product,gemini-3-flash,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,product,gemini-3-flash,opus-4.6,0.0,0.0,0.0,0.0,,
0,product,gemini-3-flash,gpt-5.4-mini,0.0,0.0,0.0,0.0,,
0,product,gemini-3-flash,gpt-5.4-nano,-0.1,0.0,0.1,0.0,inf,
0,product,gemini-3-flash,gpt-5.4,0.0,0.0,0.0,0.0,,
0,product,gemini-3-flash,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,product,gemini-3-flash,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,product,gemini-3-flash,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-flash-lite,haiku-4.5,0.15000000000000002,0.15000000000000002,-0.15000000000000002,-0.15000000000000002,-inf,-inf
0,product,gemini-3.1-flash-lite,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-flash-lite,opus-4.6,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-flash-lite,gpt-5.4-mini,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-flash-lite,gpt-5.4-nano,-0.05,0.0,0.05,0.0,inf,
0,product,gemini-3.1-flash-lite,gpt-5.4,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-flash-lite,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-flash-lite,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-pro,haiku-4.5,0.25,0.25,-0.25,-0.25,-inf,-inf
0,product,gemini-3.1-pro,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-pro,opus-4.6,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-pro,gpt-5.4-mini,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-pro,gpt-5.4-nano,0.05,0.05,-0.05,-0.05,-inf,-inf
0,product,gemini-3.1-pro,gpt-5.4,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-pro,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-pro,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,product,gemini-3.1-pro,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,release,haiku-4.5,haiku-4.5,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0
0,release,haiku-4.5,sonnet-4.6,-0.1,0.0,0.19999999999999998,0.09999999999999998,2.0000000000000004,1.0
0,release,haiku-4.5,opus-4.6,0.0,0.0,0.09999999999999998,0.09999999999999998,1.0,1.0
0,release,haiku-4.5,gpt-5.4-mini,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.5,0.5
0,release,haiku-4.5,gpt-5.4-nano,0.09999999999999999,0.09999999999999999,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.387778780781446e-16,-1.387778780781446e-16
0,release,haiku-4.5,gpt-5.4,0.0,0.0,0.09999999999999998,0.09999999999999998,1.0,1.0
0,release,haiku-4.5,gemini-3-flash,0.0,0.0,0.09999999999999998,0.09999999999999998,1.0,1.0
0,release,haiku-4.5,gemini-3.1-flash-lite,0.0,0.0,0.09999999999999998,0.09999999999999998,1.0,1.0
0,release,haiku-4.5,gemini-3.1-pro,0.0,0.0,0.09999999999999998,0.09999999999999998,1.0,1.0
0,release,sonnet-4.6,haiku-4.5,0.1,0.1,-0.1,-0.1,-inf,-inf
0,release,sonnet-4.6,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,release,sonnet-4.6,opus-4.6,0.0,0.0,0.0,0.0,,
0,release,sonnet-4.6,gpt-5.4-mini,0.04999999999999999,0.04999999999999999,-0.04999999999999999,-0.04999999999999999,-inf,-inf
0,release,sonnet-4.6,gpt-5.4-nano,-0.15,0.0,0.15,0.0,inf,
0,release,sonnet-4.6,gpt-5.4,0.0,0.0,0.0,0.0,,
0,release,sonnet-4.6,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,release,sonnet-4.6,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,release,sonnet-4.6,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,release,opus-4.6,haiku-4.5,-0.15,0.0,0.15,0.0,inf,
0,release,opus-4.6,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,release,opus-4.6,opus-4.6,0.0,0.0,0.0,0.0,,
0,release,opus-4.6,gpt-5.4-mini,-0.25,0.0,0.25,0.0,inf,
0,release,opus-4.6,gpt-5.4-nano,0.0,0.0,0.0,0.0,,
0,release,opus-4.6,gpt-5.4,0.0,0.0,0.0,0.0,,
0,release,opus-4.6,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,release,opus-4.6,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,release,opus-4.6,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,release,gpt-5.4-mini,haiku-4.5,-0.04999999999999999,0.0,0.0,0.0,-0.0,
0,release,gpt-5.4-mini,sonnet-4.6,0.05,0.05,-0.09999999999999999,-0.05,2.0000000000000004,-inf
0,release,gpt-5.4-mini,opus-4.6,0.0,0.0,-0.04999999999999999,0.0,1.0,
0,release,gpt-5.4-mini,gpt-5.4-mini,-0.04999999999999999,0.0,0.0,0.0,-0.0,
0,release,gpt-5.4-mini,gpt-5.4-nano,0.15,0.15,-0.19999999999999998,-0.15,4.000000000000001,-inf
0,release,gpt-5.4-mini,gpt-5.4,0.05,0.05,-0.09999999999999999,-0.05,2.0000000000000004,-inf
0,release,gpt-5.4-mini,gemini-3-flash,0.0,0.0,-0.04999999999999999,0.0,1.0,
0,release,gpt-5.4-mini,gemini-3.1-flash-lite,0.0,0.0,-0.04999999999999999,0.0,1.0,
0,release,gpt-5.4-mini,gemini-3.1-pro,0.0,0.0,-0.04999999999999999,0.0,1.0,
0,release,gpt-5.4-nano,haiku-4.5,0.0,0.0,0.19999999999999998,0.19999999999999998,1.0,1.0
0,release,gpt-5.4-nano,sonnet-4.6,0.0,0.0,0.19999999999999998,0.19999999999999998,1.0,1.0
0,release,gpt-5.4-nano,opus-4.6,0.0,0.0,0.19999999999999998,0.19999999999999998,1.0,1.0
0,release,gpt-5.4-nano,gpt-5.4-mini,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.5,0.5
0,release,gpt-5.4-nano,gpt-5.4-nano,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0
0,release,gpt-5.4-nano,gpt-5.4,0.0,0.0,0.19999999999999998,0.19999999999999998,1.0,1.0
0,release,gpt-5.4-nano,gemini-3-flash,0.0,0.0,0.19999999999999998,0.19999999999999998,1.0,1.0
0,release,gpt-5.4-nano,gemini-3.1-flash-lite,0.0,0.0,0.19999999999999998,0.19999999999999998,1.0,1.0
0,release,gpt-5.4-nano,gemini-3.1-pro,0.0,0.0,0.19999999999999998,0.19999999999999998,1.0,1.0
0,release,gpt-5.4,haiku-4.5,-0.55,0.0,0.55,0.0,inf,
0,release,gpt-5.4,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,release,gpt-5.4,opus-4.6,0.0,0.0,0.0,0.0,,
0,release,gpt-5.4,gpt-5.4-mini,0.1,0.1,-0.1,-0.1,-inf,-inf
0,release,gpt-5.4,gpt-5.4-nano,-0.04999999999999999,0.0,0.04999999999999999,0.0,inf,
0,release,gpt-5.4,gpt-5.4,0.0,0.0,0.0,0.0,,
0,release,gpt-5.4,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,release,gpt-5.4,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,release,gpt-5.4,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,release,gemini-3-flash,haiku-4.5,0.04999999999999999,0.04999999999999999,-0.04999999999999999,-0.04999999999999999,-inf,-inf
0,release,gemini-3-flash,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,release,gemini-3-flash,opus-4.6,0.0,0.0,0.0,0.0,,
0,release,gemini-3-flash,gpt-5.4-mini,0.04999999999999999,0.04999999999999999,-0.04999999999999999,-0.04999999999999999,-inf,-inf
0,release,gemini-3-flash,gpt-5.4-nano,0.35000000000000003,0.35000000000000003,-0.35000000000000003,-0.35000000000000003,-inf,-inf
0,release,gemini-3-flash,gpt-5.4,0.0,0.0,0.0,0.0,,
0,release,gemini-3-flash,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,release,gemini-3-flash,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,release,gemini-3-flash,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,release,gemini-3.1-flash-lite,haiku-4.5,-0.15,0.0,0.15,0.0,inf,
0,release,gemini-3.1-flash-lite,sonnet-4.6,-0.05,0.0,0.05,0.0,inf,
0,release,gemini-3.1-flash-lite,opus-4.6,0.0,0.0,0.0,0.0,,
0,release,gemini-3.1-flash-lite,gpt-5.4-mini,0.05,0.05,-0.05,-0.05,-inf,-inf
0,release,gemini-3.1-flash-lite,gpt-5.4-nano,0.10000000000000003,0.10000000000000003,-0.10000000000000003,-0.10000000000000003,-inf,-inf
0,release,gemini-3.1-flash-lite,gpt-5.4,0.09999999999999999,0.09999999999999999,-0.09999999999999999,-0.09999999999999999,-inf,-inf
0,release,gemini-3.1-flash-lite,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,release,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,release,gemini-3.1-flash-lite,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,release,gemini-3.1-pro,haiku-4.5,-0.25,0.0,0.25,0.0,inf,
0,release,gemini-3.1-pro,sonnet-4.6,0.6,0.6,-0.6,-0.6,-inf,-inf
0,release,gemini-3.1-pro,opus-4.6,0.0,0.0,0.0,0.0,,
0,release,gemini-3.1-pro,gpt-5.4-mini,0.0,0.0,0.0,0.0,,
0,release,gemini-3.1-pro,gpt-5.4-nano,0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-inf,-inf
0,release,gemini-3.1-pro,gpt-5.4,0.05,0.05,-0.05,-0.05,-inf,-inf
0,release,gemini-3.1-pro,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,release,gemini-3.1-pro,gemini-3.1-flash-lite,0.0,0.0,0.0,0.0,,
0,release,gemini-3.1-pro,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,advance,haiku-4.5,haiku-4.5,-0.04999999999999999,0.0,0.0,0.0,-0.0,
0,advance,haiku-4.5,sonnet-4.6,-0.14999999999999997,0.0,0.09999999999999998,0.0,-2.0,
0,advance,haiku-4.5,opus-4.6,0.0,0.0,-0.04999999999999999,0.0,1.0,
0,advance,haiku-4.5,gpt-5.4-mini,0.35000000000000003,0.35000000000000003,-0.4,-0.35000000000000003,8.000000000000002,-inf
0,advance,haiku-4.5,gpt-5.4-nano,-0.20000000000000007,0.0,0.15000000000000008,0.0,-3.000000000000002,
0,advance,haiku-4.5,gpt-5.4,-0.15,0.0,0.1,0.0,-2.0000000000000004,
0,advance,haiku-4.5,gemini-3-flash,0.0,0.0,-0.04999999999999999,0.0,1.0,
0,advance,haiku-4.5,gemini-3.1-flash-lite,-0.05,0.0,1.3877787807814457e-17,0.0,-2.775557561562892e-16,
0,advance,haiku-4.5,gemini-3.1-pro,-0.2,0.0,0.15000000000000002,0.0,-3.0000000000000013,
0,advance,sonnet-4.6,haiku-4.5,0.0,0.0,0.0,0.0,,
0,advance,sonnet-4.6,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,advance,sonnet-4.6,opus-4.6,0.0,0.0,0.0,0.0,,
0,advance,sonnet-4.6,gpt-5.4-mini,0.15000000000000002,0.15000000000000002,-0.15000000000000002,-0.15000000000000002,-inf,-inf
0,advance,sonnet-4.6,gpt-5.4-nano,-0.09999999999999998,0.0,0.09999999999999998,0.0,inf,
0,advance,sonnet-4.6,gpt-5.4,0.0,0.0,0.0,0.0,,
0,advance,sonnet-4.6,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,advance,sonnet-4.6,gemini-3.1-flash-lite,-0.04999999999999999,0.0,0.04999999999999999,0.0,inf,
0,advance,sonnet-4.6,gemini-3.1-pro,-0.15000000000000002,0.0,0.15000000000000002,0.0,inf,
0,advance,opus-4.6,haiku-4.5,0.05,0.05,-0.05,-0.05,-inf,-inf
0,advance,opus-4.6,sonnet-4.6,-0.04999999999999999,0.0,0.04999999999999999,0.0,inf,
0,advance,opus-4.6,opus-4.6,0.0,0.0,0.0,0.0,,
0,advance,opus-4.6,gpt-5.4-mini,0.25000000000000006,0.25000000000000006,-0.25000000000000006,-0.25000000000000006,-inf,-inf
0,advance,opus-4.6,gpt-5.4-nano,0.15000000000000002,0.15000000000000002,-0.15000000000000002,-0.15000000000000002,-inf,-inf
0,advance,opus-4.6,gpt-5.4,0.0,0.0,0.0,0.0,,
0,advance,opus-4.6,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,advance,opus-4.6,gemini-3.1-flash-lite,-0.7,0.0,0.7,0.0,inf,
0,advance,opus-4.6,gemini-3.1-pro,0.2,0.2,-0.2,-0.2,-inf,-inf
0,advance,gpt-5.4-mini,haiku-4.5,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0
0,advance,gpt-5.4-mini,sonnet-4.6,0.09999999999999999,0.09999999999999999,0.05000000000000003,0.05000000000000003,0.3333333333333335,0.3333333333333335
0,advance,gpt-5.4-mini,opus-4.6,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,1.0
0,advance,gpt-5.4-mini,gpt-5.4-mini,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0
0,advance,gpt-5.4-mini,gpt-5.4-nano,0.050000000000000044,0.050000000000000044,0.09999999999999998,0.09999999999999998,0.6666666666666664,0.6666666666666664
0,advance,gpt-5.4-mini,gpt-5.4,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,1.0
0,advance,gpt-5.4-mini,gemini-3-flash,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,1.0
0,advance,gpt-5.4-mini,gemini-3.1-flash-lite,-0.1,0.0,0.25,0.15000000000000002,1.6666666666666665,1.0
0,advance,gpt-5.4-mini,gemini-3.1-pro,0.25,0.25,-0.09999999999999998,-0.09999999999999998,-0.6666666666666664,-0.6666666666666664
0,advance,gpt-5.4-nano,haiku-4.5,0.04999999999999999,0.04999999999999999,0.35000000000000003,0.35000000000000003,0.875,0.875
0,advance,gpt-5.4-nano,sonnet-4.6,0.2,0.2,0.2,0.2,0.5,0.5
0,advance,gpt-5.4-nano,opus-4.6,0.0,0.0,0.4,0.4,1.0,1.0
0,advance,gpt-5.4-nano,gpt-5.4-mini,-0.39999999999999997,0.0,0.8,0.4,2.0,1.0
0,advance,gpt-5.4-nano,gpt-5.4-nano,0.4,0.4,0.0,0.0,0.0,0.0
0,advance,gpt-5.4-nano,gpt-5.4,0.1,0.1,0.30000000000000004,0.30000000000000004,0.7500000000000001,0.7500000000000001
0,advance,gpt-5.4-nano,gemini-3-flash,0.0,0.0,0.4,0.4,1.0,1.0
0,advance,gpt-5.4-nano,gemini-3.1-flash-lite,0.5,0.5,-0.09999999999999998,-0.09999999999999998,-0.24999999999999994,-0.24999999999999994
0,advance,gpt-5.4-nano,gemini-3.1-pro,0.10000000000000003,0.10000000000000003,0.3,0.3,0.7499999999999999,0.7499999999999999
0,advance,gpt-5.4,haiku-4.5,0.09999999999999999,0.09999999999999999,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-16,1.3877787807814457e-16
0,advance,gpt-5.4,sonnet-4.6,0.0,0.0,0.1,0.1,1.0,1.0
0,advance,gpt-5.4,opus-4.6,0.0,0.0,0.1,0.1,1.0,1.0
0,advance,gpt-5.4,gpt-5.4-mini,0.15000000000000002,0.15000000000000002,-0.05000000000000002,-0.05000000000000002,-0.5000000000000001,-0.5000000000000001
0,advance,gpt-5.4,gpt-5.4-nano,0.19999999999999996,0.19999999999999996,-0.09999999999999995,-0.09999999999999995,-0.9999999999999994,-0.9999999999999994
0,advance,gpt-5.4,gpt-5.4,0.1,0.1,0.0,0.0,0.0,0.0
0,advance,gpt-5.4,gemini-3-flash,0.0,0.0,0.1,0.1,1.0,1.0
0,advance,gpt-5.4,gemini-3.1-flash-lite,-0.05,0.0,0.15000000000000002,0.1,1.5000000000000002,1.0
0,advance,gpt-5.4,gemini-3.1-pro,0.25,0.25,-0.15,-0.15,-1.4999999999999998,-1.4999999999999998
0,advance,gemini-3-flash,haiku-4.5,0.0,0.0,0.0,0.0,,
0,advance,gemini-3-flash,sonnet-4.6,0.05000000000000002,0.05000000000000002,-0.05000000000000002,-0.05000000000000002,-inf,-inf
0,advance,gemini-3-flash,opus-4.6,0.0,0.0,0.0,0.0,,
0,advance,gemini-3-flash,gpt-5.4-mini,-0.2,0.0,0.2,0.0,inf,
0,advance,gemini-3-flash,gpt-5.4-nano,0.050000000000000044,0.050000000000000044,-0.050000000000000044,-0.050000000000000044,-inf,-inf
0,advance,gemini-3-flash,gpt-5.4,-0.2,0.0,0.2,0.0,inf,
0,advance,gemini-3-flash,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,advance,gemini-3-flash,gemini-3.1-flash-lite,-0.09999999999999998,0.0,0.09999999999999998,0.0,inf,
0,advance,gemini-3-flash,gemini-3.1-pro,0.10000000000000003,0.10000000000000003,-0.10000000000000003,-0.10000000000000003,-inf,-inf
0,advance,gemini-3.1-flash-lite,haiku-4.5,-0.15,0.0,0.65,0.5,1.3,1.0
0,advance,gemini-3.1-flash-lite,sonnet-4.6,0.30000000000000004,0.30000000000000004,0.19999999999999996,0.19999999999999996,0.3999999999999999,0.3999999999999999
0,advance,gemini-3.1-flash-lite,opus-4.6,0.0,0.0,0.5,0.5,1.0,1.0
0,advance,gemini-3.1-flash-lite,gpt-5.4-mini,-0.30000000000000004,0.0,0.8,0.5,1.6,1.0
0,advance,gemini-3.1-flash-lite,gpt-5.4-nano,-0.050000000000000044,0.0,0.55,0.5,1.1,1.0
0,advance,gemini-3.1-flash-lite,gpt-5.4,0.19999999999999998,0.19999999999999998,0.30000000000000004,0.30000000000000004,0.6000000000000001,0.6000000000000001
0,advance,gemini-3.1-flash-lite,gemini-3-flash,0.0,0.0,0.5,0.5,1.0,1.0
0,advance,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.5,0.5,0.0,0.0,0.0,0.0
0,advance,gemini-3.1-flash-lite,gemini-3.1-pro,0.04999999999999999,0.04999999999999999,0.45,0.45,0.9,0.9
0,advance,gemini-3.1-pro,haiku-4.5,-0.09999999999999999,0.0,-0.05000000000000003,0.0,0.3333333333333335,
0,advance,gemini-3.1-pro,sonnet-4.6,0.05,0.05,-0.2,-0.05,1.3333333333333333,-inf
0,advance,gemini-3.1-pro,opus-4.6,-0.75,0.0,0.6,0.0,-3.999999999999999,
0,advance,gemini-3.1-pro,gpt-5.4-mini,-0.4,0.0,0.25,0.0,-1.6666666666666665,
0,advance,gemini-3.1-pro,gpt-5.4-nano,-0.30000000000000004,0.0,0.15000000000000002,0.0,-1.0,
0,advance,gemini-3.1-pro,gpt-5.4,0.09999999999999999,0.09999999999999999,-0.25,-0.09999999999999999,1.6666666666666665,-inf
0,advance,gemini-3.1-pro,gemini-3-flash,0.0,0.0,-0.15000000000000002,0.0,1.0,
0,advance,gemini-3.1-pro,gemini-3.1-flash-lite,0.05,0.05,-0.2,-0.05,1.3333333333333333,-inf
0,advance,gemini-3.1-pro,gemini-3.1-pro,-0.15000000000000002,0.0,0.0,0.0,-0.0,
0,union,haiku-4.5,haiku-4.5,0.0,0.0,0.0,0.0,,
0,union,haiku-4.5,sonnet-4.6,-0.10000000000000003,0.0,0.10000000000000003,0.0,inf,
0,union,haiku-4.5,opus-4.6,0.0,0.0,0.0,0.0,,
0,union,haiku-4.5,gpt-5.4-mini,0.09999999999999998,0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-inf,-inf
0,union,haiku-4.5,gpt-5.4-nano,-0.05,0.0,0.05,0.0,inf,
0,union,haiku-4.5,gpt-5.4,0.0,0.0,0.0,0.0,,
0,union,haiku-4.5,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,union,haiku-4.5,gemini-3.1-flash-lite,-0.15000000000000002,0.0,0.15000000000000002,0.0,inf,
0,union,haiku-4.5,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,union,sonnet-4.6,haiku-4.5,0.0,0.0,-0.1499999999999999,0.0,1.0,
0,union,sonnet-4.6,sonnet-4.6,-0.1499999999999999,0.0,0.0,0.0,-0.0,
0,union,sonnet-4.6,opus-4.6,0.0,0.0,-0.1499999999999999,0.0,1.0,
0,union,sonnet-4.6,gpt-5.4-mini,-0.25,0.0,0.10000000000000009,0.0,-0.6666666666666676,
0,union,sonnet-4.6,gpt-5.4-nano,0.0,0.0,-0.1499999999999999,0.0,1.0,
0,union,sonnet-4.6,gpt-5.4,-0.04999999999999993,0.0,-0.09999999999999998,0.0,0.666666666666667,
0,union,sonnet-4.6,gemini-3-flash,0.0,0.0,-0.1499999999999999,0.0,1.0,
0,union,sonnet-4.6,gemini-3.1-flash-lite,0.09999999999999998,0.09999999999999998,-0.2499999999999999,-0.09999999999999998,1.666666666666667,-inf
0,union,sonnet-4.6,gemini-3.1-pro,0.1,0.1,-0.24999999999999992,-0.1,1.6666666666666672,-inf
0,union,opus-4.6,haiku-4.5,0.0,0.0,0.0,0.0,,
0,union,opus-4.6,sonnet-4.6,0.15000000000000002,0.15000000000000002,-0.15000000000000002,-0.15000000000000002,-inf,-inf
0,union,opus-4.6,opus-4.6,0.0,0.0,0.0,0.0,,
0,union,opus-4.6,gpt-5.4-mini,-0.050000000000000044,0.0,0.050000000000000044,0.0,inf,
0,union,opus-4.6,gpt-5.4-nano,0.15000000000000002,0.15000000000000002,-0.15000000000000002,-0.15000000000000002,-inf,-inf
0,union,opus-4.6,gpt-5.4,-0.04999999999999993,0.0,0.04999999999999993,0.0,inf,
0,union,opus-4.6,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,union,opus-4.6,gemini-3.1-flash-lite,0.7,0.7,-0.7,-0.7,-inf,-inf
0,union,opus-4.6,gemini-3.1-pro,0.05,0.05,-0.05,-0.05,-inf,-inf
